name1,season1,ppg1,apg1,rpg1,bpg1,spg1,tov1,gp1,mp1,sp1,name2,season2,ppg2,apg2,rpg2,bpg2,spg2,tov2,gp2,mp2,sp2,label
LeBron James,2013-14,27.1,6.3,6.9,1.6,0.3,3.5,77.0,37.7,0.567,Karl-Anthony Towns,2018-19,24.4,3.4,12.4,0.9,1.6,3.1,77.0,33.1,0.518,1.0
Karl-Anthony Towns,2018-19,24.4,3.4,12.4,0.9,1.6,3.1,77.0,33.1,0.518,LeBron James,2017-18,27.5,9.1,8.6,1.4,0.9,4.2,82.0,36.9,0.542,0.0
LeBron James,2017-18,27.5,9.1,8.6,1.4,0.9,4.2,82.0,36.9,0.542,Karl-Anthony Towns,2018-19,24.4,3.4,12.4,0.9,1.6,3.1,77.0,33.1,0.518,1.0
Karl-Anthony Towns,2018-19,24.4,3.4,12.4,0.9,1.6,3.1,77.0,33.1,0.518,Luka Dončić,2018-19,21.2,6.0,7.8,1.1,0.3,3.4,72.0,32.2,0.427,0.3333333333333333
Luka Dončić,2018-19,21.2,6.0,7.8,1.1,0.3,3.4,72.0,32.2,0.427,Karl-Anthony Towns,2018-19,24.4,3.4,12.4,0.9,1.6,3.1,77.0,33.1,0.518,0.6666666666666667
Karl-Anthony Towns,2018-19,24.4,3.4,12.4,0.9,1.6,3.1,77.0,33.1,0.518,Paul George,2019-20,21.5,3.9,5.7,1.4,0.4,2.6,48.0,29.6,0.439,0.0
Paul George,2019-20,21.5,3.9,5.7,1.4,0.4,2.6,48.0,29.6,0.439,Karl-Anthony Towns,2018-19,24.4,3.4,12.4,0.9,1.6,3.1,77.0,33.1,0.518,1.0
Karl-Anthony Towns,2019-20,26.5,4.4,10.8,0.9,1.2,3.1,35.0,33.9,0.508,Nikola Jokić,2021-22,25.6,6.8,13.5,1.2,0.7,3.2,18.0,32.6,0.577,1.0
Nikola Jokić,2021-22,25.6,6.8,13.5,1.2,0.7,3.2,18.0,32.6,0.577,Karl-Anthony Towns,2019-20,26.5,4.4,10.8,0.9,1.2,3.1,35.0,33.9,0.508,0.0
Karl-Anthony Towns,2019-20,26.5,4.4,10.8,0.9,1.2,3.1,35.0,33.9,0.508,Tim Duncan,1997-98,21.1,2.7,11.9,0.7,2.5,3.4,82.0,39.1,0.549,1.0
Tim Duncan,1997-98,21.1,2.7,11.9,0.7,2.5,3.4,82.0,39.1,0.549,Karl-Anthony Towns,2019-20,26.5,4.4,10.8,0.9,1.2,3.1,35.0,33.9,0.508,0.0
Karl-Anthony Towns,2020-21,24.8,4.5,10.6,0.8,1.1,3.2,50.0,33.8,0.486,Stephen Curry,2019-20,20.8,6.6,5.2,1.0,0.4,3.2,5.0,27.8,0.402,0.0
Stephen Curry,2019-20,20.8,6.6,5.2,1.0,0.4,3.2,5.0,27.8,0.402,Karl-Anthony Towns,2020-21,24.8,4.5,10.6,0.8,1.1,3.2,50.0,33.8,0.486,1.0
Kawhi Leonard,2011-12,7.9,1.1,5.1,1.3,0.4,0.7,64.0,24.0,0.493,Zion Williamson,2019-20,22.5,2.1,6.3,0.7,0.4,2.5,24.0,27.8,0.583,0.3333333333333333
Zion Williamson,2019-20,22.5,2.1,6.3,0.7,0.4,2.5,24.0,27.8,0.583,Kawhi Leonard,2011-12,7.9,1.1,5.1,1.3,0.4,0.7,64.0,24.0,0.493,0.6666666666666667
Kawhi Leonard,2012-13,11.9,1.6,6.0,1.7,0.6,1.1,58.0,31.2,0.494,Nikola Jokić,2021-22,25.6,6.8,13.5,1.2,0.7,3.2,18.0,32.6,0.577,1.0
Nikola Jokić,2021-22,25.6,6.8,13.5,1.2,0.7,3.2,18.0,32.6,0.577,Kawhi Leonard,2012-13,11.9,1.6,6.0,1.7,0.6,1.1,58.0,31.2,0.494,0.0
Kawhi Leonard,2013-14,12.8,2.0,6.2,1.7,0.8,1.2,66.0,29.1,0.522,Kyrie Irving,2016-17,25.2,5.8,3.2,1.2,0.3,2.5,72.0,35.1,0.473,1.0
Kyrie Irving,2016-17,25.2,5.8,3.2,1.2,0.3,2.5,72.0,35.1,0.473,Kawhi Leonard,2013-14,12.8,2.0,6.2,1.7,0.8,1.2,66.0,29.1,0.522,0.0
Kawhi Leonard,2013-14,12.8,2.0,6.2,1.7,0.8,1.2,66.0,29.1,0.522,Luka Dončić,2019-20,28.8,8.8,9.4,1.0,0.2,4.3,61.0,33.6,0.463,1.0
Luka Dončić,2019-20,28.8,8.8,9.4,1.0,0.2,4.3,61.0,33.6,0.463,Kawhi Leonard,2013-14,12.8,2.0,6.2,1.7,0.8,1.2,66.0,29.1,0.522,0.0
Kawhi Leonard,2014-15,16.5,2.5,7.2,2.3,0.8,1.5,64.0,31.8,0.479,LeBron James,2017-18,27.5,9.1,8.6,1.4,0.9,4.2,82.0,36.9,0.542,0.0
LeBron James,2017-18,27.5,9.1,8.6,1.4,0.9,4.2,82.0,36.9,0.542,Kawhi Leonard,2014-15,16.5,2.5,7.2,2.3,0.8,1.5,64.0,31.8,0.479,1.0
Kawhi Leonard,2015-16,21.2,2.6,6.8,1.8,1.0,1.5,72.0,33.1,0.506,Kobe Bryant,2002-03,30.0,5.9,6.9,2.2,0.8,3.5,82.0,41.5,0.451,0.4
Kobe Bryant,2002-03,30.0,5.9,6.9,2.2,0.8,3.5,82.0,41.5,0.451,Kawhi Leonard,2015-16,21.2,2.6,6.8,1.8,1.0,1.5,72.0,33.1,0.506,0.6
Kawhi Leonard,2016-17,25.5,3.5,5.8,1.8,0.7,2.1,74.0,33.4,0.485,Nikola Jokić,2021-22,25.6,6.8,13.5,1.2,0.7,3.2,18.0,32.6,0.577,1.0
Nikola Jokić,2021-22,25.6,6.8,13.5,1.2,0.7,3.2,18.0,32.6,0.577,Kawhi Leonard,2016-17,25.5,3.5,5.8,1.8,0.7,2.1,74.0,33.4,0.485,0.0
Kawhi Leonard,2017-18,16.2,2.3,4.7,2.0,1.0,1.8,9.0,23.3,0.468,Kevin Durant,2012-13,28.1,4.6,7.9,1.4,1.3,3.5,81.0,38.5,0.51,0.0
Kevin Durant,2012-13,28.1,4.6,7.9,1.4,1.3,3.5,81.0,38.5,0.51,Kawhi Leonard,2017-18,16.2,2.3,4.7,2.0,1.0,1.8,9.0,23.3,0.468,1.0
Kawhi Leonard,2017-18,16.2,2.3,4.7,2.0,1.0,1.8,9.0,23.3,0.468,Paul George,2010-11,7.8,1.1,3.7,1.0,0.4,1.1,61.0,20.7,0.453,1.0
Paul George,2010-11,7.8,1.1,3.7,1.0,0.4,1.1,61.0,20.7,0.453,Kawhi Leonard,2017-18,16.2,2.3,4.7,2.0,1.0,1.8,9.0,23.3,0.468,0.0
Kawhi Leonard,2018-19,26.6,3.3,7.3,1.8,0.4,2.0,60.0,34.0,0.496,Kyrie Irving,2017-18,24.4,5.1,3.8,1.1,0.3,2.3,60.0,32.2,0.491,1.0
Kyrie Irving,2017-18,24.4,5.1,3.8,1.1,0.3,2.3,60.0,32.2,0.491,Kawhi Leonard,2018-19,26.6,3.3,7.3,1.8,0.4,2.0,60.0,34.0,0.496,0.0
Kawhi Leonard,2018-19,26.6,3.3,7.3,1.8,0.4,2.0,60.0,34.0,0.496,Nikola Jokić,2017-18,18.5,6.1,10.7,1.2,0.8,2.8,75.0,32.6,0.499,0.6666666666666666
Nikola Jokić,2017-18,18.5,6.1,10.7,1.2,0.8,2.8,75.0,32.6,0.499,Kawhi Leonard,2018-19,26.6,3.3,7.3,1.8,0.4,2.0,60.0,34.0,0.496,0.33333333333333337
Kawhi Leonard,2019-20,27.1,4.9,7.1,1.8,0.6,2.6,57.0,32.4,0.47,Paul George,2021-22,25.1,5.5,7.3,1.8,0.4,4.3,23.0,35.7,0.419,1.0
Paul George,2021-22,25.1,5.5,7.3,1.8,0.4,4.3,23.0,35.7,0.419,Kawhi Leonard,2019-20,27.1,4.9,7.1,1.8,0.6,2.6,57.0,32.4,0.47,0.0
Kawhi Leonard,2020-21,24.8,5.2,6.5,1.6,0.4,2.0,52.0,34.1,0.512,Zion Williamson,2020-21,27.0,3.7,7.2,0.9,0.6,2.7,61.0,33.2,0.611,0.5
Zion Williamson,2020-21,27.0,3.7,7.2,0.9,0.6,2.7,61.0,33.2,0.611,Kawhi Leonard,2020-21,24.8,5.2,6.5,1.6,0.4,2.0,52.0,34.1,0.512,0.5
Kevin Durant,2007-08,20.3,2.4,4.4,1.0,0.9,2.9,80.0,34.6,0.43,Rudy Gobert,2021-22,14.9,1.0,14.7,1.0,2.3,2.0,23.0,31.9,0.731,1.0
Rudy Gobert,2021-22,14.9,1.0,14.7,1.0,2.3,2.0,23.0,31.9,0.731,Kevin Durant,2007-08,20.3,2.4,4.4,1.0,0.9,2.9,80.0,34.6,0.43,0.0
Kevin Durant,2011-12,28.0,3.5,8.0,1.3,1.2,3.8,66.0,38.6,0.496,Paul George,2019-20,21.5,3.9,5.7,1.4,0.4,2.6,48.0,29.6,0.439,1.0
Paul George,2019-20,21.5,3.9,5.7,1.4,0.4,2.6,48.0,29.6,0.439,Kevin Durant,2011-12,28.0,3.5,8.0,1.3,1.2,3.8,66.0,38.6,0.496,0.0
Kevin Durant,2018-19,26.0,5.9,6.4,0.7,1.1,2.9,78.0,34.6,0.521,Tim Duncan,2000-01,22.2,3.0,12.2,0.9,2.3,3.0,82.0,38.7,0.499,1.0
Tim Duncan,2000-01,22.2,3.0,12.2,0.9,2.3,3.0,82.0,38.7,0.499,Kevin Durant,2018-19,26.0,5.9,6.4,0.7,1.1,2.9,78.0,34.6,0.521,0.0
Kevin Durant,2020-21,26.9,5.6,7.1,0.7,1.3,3.4,35.0,33.1,0.537,Tim Duncan,2014-15,13.9,3.0,9.1,0.8,2.0,1.7,77.0,28.9,0.512,1.0
Tim Duncan,2014-15,13.9,3.0,9.1,0.8,2.0,1.7,77.0,28.9,0.512,Kevin Durant,2020-21,26.9,5.6,7.1,0.7,1.3,3.4,35.0,33.1,0.537,0.0
Kobe Bryant,1996-97,7.6,1.3,1.9,0.7,0.3,1.6,71.0,15.5,0.417,Stephen Curry,2012-13,22.9,6.9,4.0,1.6,0.2,3.1,78.0,38.2,0.451,0.6666666666666666
Stephen Curry,2012-13,22.9,6.9,4.0,1.6,0.2,3.1,78.0,38.2,0.451,Kobe Bryant,1996-97,7.6,1.3,1.9,0.7,0.3,1.6,71.0,15.5,0.417,0.33333333333333337
Kobe Bryant,1998-99,19.9,3.8,5.3,1.4,1.0,3.1,50.0,37.9,0.465,LeBron James,2019-20,25.3,10.2,7.8,1.2,0.5,3.9,67.0,34.6,0.493,0.0
LeBron James,2019-20,25.3,10.2,7.8,1.2,0.5,3.9,67.0,34.6,0.493,Kobe Bryant,1998-99,19.9,3.8,5.3,1.4,1.0,3.1,50.0,37.9,0.465,1.0
Kobe Bryant,2000-01,28.5,5.0,5.9,1.7,0.6,3.2,68.0,40.9,0.464,LeBron James,2020-21,25.0,7.8,7.7,1.1,0.6,3.7,45.0,33.4,0.513,0.5
LeBron James,2020-21,25.0,7.8,7.7,1.1,0.6,3.7,45.0,33.4,0.513,Kobe Bryant,2000-01,28.5,5.0,5.9,1.7,0.6,3.2,68.0,40.9,0.464,0.5
Kobe Bryant,2001-02,25.2,5.5,5.5,1.5,0.4,2.8,80.0,38.3,0.469,Nikola Jokić,2020-21,26.4,8.3,10.8,1.3,0.7,3.1,72.0,34.6,0.566,1.0
Nikola Jokić,2020-21,26.4,8.3,10.8,1.3,0.7,3.1,72.0,34.6,0.566,Kobe Bryant,2001-02,25.2,5.5,5.5,1.5,0.4,2.8,80.0,38.3,0.469,0.0
Kobe Bryant,2008-09,26.8,4.9,5.2,1.5,0.5,2.6,82.0,36.1,0.467,Nikola Jokić,2017-18,18.5,6.1,10.7,1.2,0.8,2.8,75.0,32.6,0.499,0.75
Nikola Jokić,2017-18,18.5,6.1,10.7,1.2,0.8,2.8,75.0,32.6,0.499,Kobe Bryant,2008-09,26.8,4.9,5.2,1.5,0.5,2.6,82.0,36.1,0.467,0.25
Kobe Bryant,2008-09,26.8,4.9,5.2,1.5,0.5,2.6,82.0,36.1,0.467,Stephen Curry,2014-15,23.8,7.7,4.3,2.0,0.2,3.1,80.0,32.7,0.487,0.5
Stephen Curry,2014-15,23.8,7.7,4.3,2.0,0.2,3.1,80.0,32.7,0.487,Kobe Bryant,2008-09,26.8,4.9,5.2,1.5,0.5,2.6,82.0,36.1,0.467,0.5
Kobe Bryant,2010-11,25.3,4.7,5.1,1.2,0.1,3.0,82.0,33.9,0.451,Zion Williamson,2019-20,22.5,2.1,6.3,0.7,0.4,2.5,24.0,27.8,0.583,0.0
Zion Williamson,2019-20,22.5,2.1,6.3,0.7,0.4,2.5,24.0,27.8,0.583,Kobe Bryant,2010-11,25.3,4.7,5.1,1.2,0.1,3.0,82.0,33.9,0.451,1.0
Kobe Bryant,2013-14,13.8,6.3,4.3,1.2,0.2,5.7,6.0,29.5,0.425,Rudy Gobert,2015-16,9.1,1.5,11.0,0.7,2.2,1.9,61.0,31.7,0.559,0.0
Rudy Gobert,2015-16,9.1,1.5,11.0,0.7,2.2,1.9,61.0,31.7,0.559,Kobe Bryant,2013-14,13.8,6.3,4.3,1.2,0.2,5.7,6.0,29.5,0.425,1.0
Kyrie Irving,2011-12,18.5,5.4,3.7,1.1,0.4,3.1,51.0,30.5,0.469,Nikola Jokić,2018-19,20.1,7.3,10.8,1.4,0.7,3.1,80.0,31.3,0.511,0.25
Nikola Jokić,2018-19,20.1,7.3,10.8,1.4,0.7,3.1,80.0,31.3,0.511,Kyrie Irving,2011-12,18.5,5.4,3.7,1.1,0.4,3.1,51.0,30.5,0.469,0.75
Kyrie Irving,2011-12,18.5,5.4,3.7,1.1,0.4,3.1,51.0,30.5,0.469,Rudy Gobert,2021-22,14.9,1.0,14.7,1.0,2.3,2.0,23.0,31.9,0.731,0.5
Rudy Gobert,2021-22,14.9,1.0,14.7,1.0,2.3,2.0,23.0,31.9,0.731,Kyrie Irving,2011-12,18.5,5.4,3.7,1.1,0.4,3.1,51.0,30.5,0.469,0.5
Kyrie Irving,2011-12,18.5,5.4,3.7,1.1,0.4,3.1,51.0,30.5,0.469,Tim Duncan,2003-04,22.3,3.1,12.4,0.9,2.7,2.7,69.0,36.6,0.501,0.0
Tim Duncan,2003-04,22.3,3.1,12.4,0.9,2.7,2.7,69.0,36.6,0.501,Kyrie Irving,2011-12,18.5,5.4,3.7,1.1,0.4,3.1,51.0,30.5,0.469,1.0
Kyrie Irving,2011-12,18.5,5.4,3.7,1.1,0.4,3.1,51.0,30.5,0.469,Zion Williamson,2020-21,27.0,3.7,7.2,0.9,0.6,2.7,61.0,33.2,0.611,0.3333333333333333
Zion Williamson,2020-21,27.0,3.7,7.2,0.9,0.6,2.7,61.0,33.2,0.611,Kyrie Irving,2011-12,18.5,5.4,3.7,1.1,0.4,3.1,51.0,30.5,0.469,0.6666666666666667
Kyrie Irving,2012-13,22.5,5.9,3.7,1.5,0.4,3.2,59.0,34.7,0.452,LeBron James,2016-17,26.4,8.7,8.6,1.2,0.6,4.1,74.0,37.8,0.548,0.0
LeBron James,2016-17,26.4,8.7,8.6,1.2,0.6,4.1,74.0,37.8,0.548,Kyrie Irving,2012-13,22.5,5.9,3.7,1.5,0.4,3.2,59.0,34.7,0.452,1.0
Kyrie Irving,2013-14,20.8,6.1,3.6,1.5,0.3,2.7,71.0,35.2,0.43,Paul George,2018-19,28.0,4.1,8.2,2.2,0.4,2.7,77.0,36.9,0.438,0.25
Paul George,2018-19,28.0,4.1,8.2,2.2,0.4,2.7,77.0,36.9,0.438,Kyrie Irving,2013-14,20.8,6.1,3.6,1.5,0.3,2.7,71.0,35.2,0.43,0.75
Kyrie Irving,2013-14,20.8,6.1,3.6,1.5,0.3,2.7,71.0,35.2,0.43,Tim Duncan,2012-13,17.8,2.7,9.9,0.7,2.7,2.1,69.0,30.1,0.502,0.5
Tim Duncan,2012-13,17.8,2.7,9.9,0.7,2.7,2.1,69.0,30.1,0.502,Kyrie Irving,2013-14,20.8,6.1,3.6,1.5,0.3,2.7,71.0,35.2,0.43,0.5
Kyrie Irving,2014-15,21.7,5.2,3.2,1.5,0.3,2.5,75.0,36.4,0.468,Luka Dončić,2021-22,25.4,8.5,8.1,1.1,0.6,4.6,18.0,34.7,0.445,1.0
Luka Dončić,2021-22,25.4,8.5,8.1,1.1,0.6,4.6,18.0,34.7,0.445,Kyrie Irving,2014-15,21.7,5.2,3.2,1.5,0.3,2.5,75.0,36.4,0.468,0.0
Kyrie Irving,2015-16,19.6,4.7,3.0,1.1,0.3,2.3,53.0,31.5,0.448,Luka Dončić,2018-19,21.2,6.0,7.8,1.1,0.3,3.4,72.0,32.2,0.427,0.5
Luka Dončić,2018-19,21.2,6.0,7.8,1.1,0.3,3.4,72.0,32.2,0.427,Kyrie Irving,2015-16,19.6,4.7,3.0,1.1,0.3,2.3,53.0,31.5,0.448,0.5
Kyrie Irving,2015-16,19.6,4.7,3.0,1.1,0.3,2.3,53.0,31.5,0.448,Tim Duncan,2007-08,19.3,2.8,11.3,0.7,1.9,2.3,78.0,34.0,0.497,1.0
Tim Duncan,2007-08,19.3,2.8,11.3,0.7,1.9,2.3,78.0,34.0,0.497,Kyrie Irving,2015-16,19.6,4.7,3.0,1.1,0.3,2.3,53.0,31.5,0.448,0.0
Kyrie Irving,2016-17,25.2,5.8,3.2,1.2,0.3,2.5,72.0,35.1,0.473,Stephen Curry,2012-13,22.9,6.9,4.0,1.6,0.2,3.1,78.0,38.2,0.451,0.6666666666666666
Stephen Curry,2012-13,22.9,6.9,4.0,1.6,0.2,3.1,78.0,38.2,0.451,Kyrie Irving,2016-17,25.2,5.8,3.2,1.2,0.3,2.5,72.0,35.1,0.473,0.33333333333333337
Kyrie Irving,2019-20,27.4,6.4,5.2,1.4,0.5,2.6,20.0,32.9,0.478,Nikola Jokić,2020-21,26.4,8.3,10.8,1.3,0.7,3.1,72.0,34.6,0.566,1.0
Nikola Jokić,2020-21,26.4,8.3,10.8,1.3,0.7,3.1,72.0,34.6,0.566,Kyrie Irving,2019-20,27.4,6.4,5.2,1.4,0.5,2.6,20.0,32.9,0.478,0.0
LeBron James,2003-04,20.9,5.9,5.5,1.6,0.7,3.5,79.0,39.5,0.417,Rudy Gobert,2015-16,9.1,1.5,11.0,0.7,2.2,1.9,61.0,31.7,0.559,1.0
Rudy Gobert,2015-16,9.1,1.5,11.0,0.7,2.2,1.9,61.0,31.7,0.559,LeBron James,2003-04,20.9,5.9,5.5,1.6,0.7,3.5,79.0,39.5,0.417,0.0
LeBron James,2008-09,28.4,7.2,7.6,1.7,1.1,3.0,81.0,37.7,0.489,Luka Dončić,2018-19,21.2,6.0,7.8,1.1,0.3,3.4,72.0,32.2,0.427,0.6
Luka Dončić,2018-19,21.2,6.0,7.8,1.1,0.3,3.4,72.0,32.2,0.427,LeBron James,2008-09,28.4,7.2,7.6,1.7,1.1,3.0,81.0,37.7,0.489,0.4
LeBron James,2009-10,29.7,8.6,7.3,1.6,1.0,3.4,76.0,39.0,0.503,Paul George,2021-22,25.1,5.5,7.3,1.8,0.4,4.3,23.0,35.7,0.419,1.0
Paul George,2021-22,25.1,5.5,7.3,1.8,0.4,4.3,23.0,35.7,0.419,LeBron James,2009-10,29.7,8.6,7.3,1.6,1.0,3.4,76.0,39.0,0.503,0.0
LeBron James,2011-12,27.1,6.2,7.9,1.9,0.8,3.4,62.0,37.5,0.531,Nikola Jokić,2016-17,16.7,4.9,9.8,0.8,0.8,2.3,73.0,27.9,0.578,1.0
Nikola Jokić,2016-17,16.7,4.9,9.8,0.8,0.8,2.3,73.0,27.9,0.578,LeBron James,2011-12,27.1,6.2,7.9,1.9,0.8,3.4,62.0,37.5,0.531,0.0
LeBron James,2019-20,25.3,10.2,7.8,1.2,0.5,3.9,67.0,34.6,0.493,Nikola Jokić,2017-18,18.5,6.1,10.7,1.2,0.8,2.8,75.0,32.6,0.499,1.0
Nikola Jokić,2017-18,18.5,6.1,10.7,1.2,0.8,2.8,75.0,32.6,0.499,LeBron James,2019-20,25.3,10.2,7.8,1.2,0.5,3.9,67.0,34.6,0.493,0.0
LeBron James,2019-20,25.3,10.2,7.8,1.2,0.5,3.9,67.0,34.6,0.493,Paul George,2012-13,17.4,4.1,7.6,1.8,0.6,2.9,79.0,37.6,0.419,1.0
Paul George,2012-13,17.4,4.1,7.6,1.8,0.6,2.9,79.0,37.6,0.419,LeBron James,2019-20,25.3,10.2,7.8,1.2,0.5,3.9,67.0,34.6,0.493,0.0
Luka Dončić,2021-22,25.4,8.5,8.1,1.1,0.6,4.6,18.0,34.7,0.445,Tim Duncan,2007-08,19.3,2.8,11.3,0.7,1.9,2.3,78.0,34.0,0.497,0.0
Tim Duncan,2007-08,19.3,2.8,11.3,0.7,1.9,2.3,78.0,34.0,0.497,Luka Dončić,2021-22,25.4,8.5,8.1,1.1,0.6,4.6,18.0,34.7,0.445,1.0
Luka Dončić,2021-22,25.4,8.5,8.1,1.1,0.6,4.6,18.0,34.7,0.445,Zion Williamson,2019-20,22.5,2.1,6.3,0.7,0.4,2.5,24.0,27.8,0.583,0.5
Zion Williamson,2019-20,22.5,2.1,6.3,0.7,0.4,2.5,24.0,27.8,0.583,Luka Dončić,2021-22,25.4,8.5,8.1,1.1,0.6,4.6,18.0,34.7,0.445,0.5
Nikola Jokić,2021-22,25.6,6.8,13.5,1.2,0.7,3.2,18.0,32.6,0.577,Tim Duncan,2005-06,18.6,3.2,11.0,0.9,2.0,2.5,80.0,34.8,0.484,1.0
Tim Duncan,2005-06,18.6,3.2,11.0,0.9,2.0,2.5,80.0,34.8,0.484,Nikola Jokić,2021-22,25.6,6.8,13.5,1.2,0.7,3.2,18.0,32.6,0.577,0.0
Nikola Jokić,2021-22,25.6,6.8,13.5,1.2,0.7,3.2,18.0,32.6,0.577,Zion Williamson,2020-21,27.0,3.7,7.2,0.9,0.6,2.7,61.0,33.2,0.611,0.6666666666666666
Zion Williamson,2020-21,27.0,3.7,7.2,0.9,0.6,2.7,61.0,33.2,0.611,Nikola Jokić,2021-22,25.6,6.8,13.5,1.2,0.7,3.2,18.0,32.6,0.577,0.33333333333333337
Paul George,2013-14,21.7,3.5,6.8,1.9,0.3,2.8,80.0,36.2,0.424,Tim Duncan,2011-12,15.4,2.3,9.0,0.7,1.5,1.7,58.0,28.2,0.492,0.0
Tim Duncan,2011-12,15.4,2.3,9.0,0.7,1.5,1.7,58.0,28.2,0.492,Paul George,2013-14,21.7,3.5,6.8,1.9,0.3,2.8,80.0,36.2,0.424,1.0
Paul George,2016-17,23.7,3.3,6.6,1.6,0.4,2.9,75.0,35.9,0.461,Zion Williamson,2020-21,27.0,3.7,7.2,0.9,0.6,2.7,61.0,33.2,0.611,1.0
Zion Williamson,2020-21,27.0,3.7,7.2,0.9,0.6,2.7,61.0,33.2,0.611,Paul George,2016-17,23.7,3.3,6.6,1.6,0.4,2.9,75.0,35.9,0.461,0.0
Paul George,2017-18,21.9,3.3,5.7,2.0,0.5,2.7,79.0,36.6,0.43,Rudy Gobert,2019-20,15.1,1.5,13.5,0.8,2.0,1.9,68.0,34.3,0.693,0.0
Rudy Gobert,2019-20,15.1,1.5,13.5,0.8,2.0,1.9,68.0,34.3,0.693,Paul George,2017-18,21.9,3.3,5.7,2.0,0.5,2.7,79.0,36.6,0.43,1.0
Paul George,2021-22,25.1,5.5,7.3,1.8,0.4,4.3,23.0,35.7,0.419,Rudy Gobert,2013-14,2.3,0.2,3.4,0.2,0.9,0.7,45.0,9.6,0.486,0.6666666666666666
Rudy Gobert,2013-14,2.3,0.2,3.4,0.2,0.9,0.7,45.0,9.6,0.486,Paul George,2021-22,25.1,5.5,7.3,1.8,0.4,4.3,23.0,35.7,0.419,0.33333333333333337
Paul George,2021-22,25.1,5.5,7.3,1.8,0.4,4.3,23.0,35.7,0.419,Zion Williamson,2019-20,22.5,2.1,6.3,0.7,0.4,2.5,24.0,27.8,0.583,1.0
Zion Williamson,2019-20,22.5,2.1,6.3,0.7,0.4,2.5,24.0,27.8,0.583,Paul George,2021-22,25.1,5.5,7.3,1.8,0.4,4.3,23.0,35.7,0.419,0.0
Stephen Curry,2009-10,17.5,5.9,4.5,1.9,0.2,3.0,80.0,36.2,0.462,Tim Duncan,2008-09,19.3,3.5,10.7,0.5,1.7,2.2,75.0,33.7,0.504,0.5
Tim Duncan,2008-09,19.3,3.5,10.7,0.5,1.7,2.2,75.0,33.7,0.504,Stephen Curry,2009-10,17.5,5.9,4.5,1.9,0.2,3.0,80.0,36.2,0.462,0.5
